"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q1Comment","Answer.Q1Opt1.Strongly disagree","Answer.Q1Opt2.Disagree","Answer.Q1Opt3.Somewhat disagree","Answer.Q1Opt4.Somewhat dagree","Answer.Q1Opt5.Agree","Answer.Q1Opt6.Strongly agree","Answer.Q2Comment","Answer.Q2Opt1.Strongly disagree","Answer.Q2Opt2.Disagree","Answer.Q2Opt3.Somewhat disagree","Answer.Q2Opt4.Somewhat dagree","Answer.Q2Opt5.Agree","Answer.Q2Opt6.Strongly agree","Answer.Q3Comment","Answer.Q3Opt1.Strongly disagree","Answer.Q3Opt2.Disagree","Answer.Q3Opt3.Somewhat disagree","Answer.Q3Opt4.Somewhat dagree","Answer.Q3Opt5.Agree","Answer.Q3Opt6.Strongly agree","Answer.Q4Comment","Answer.Q4Opt1.Strongly disagree","Answer.Q4Opt2.Disagree","Answer.Q4Opt3.Somewhat disagree","Answer.Q4Opt4.Somewhat dagree","Answer.Q4Opt5.Agree","Answer.Q4Opt6.Strongly agree","Answer.Q5Comment","Answer.Q5Opt1.Strongly disagree","Answer.Q5Opt2.Disagree","Answer.Q5Opt3.Somewhat disagree","Answer.Q5Opt4.Somewhat dagree","Answer.Q5Opt5.Agree","Answer.Q5Opt6.Strongly agree","Answer.Q6Comment","Answer.Q6Opt1.Strongly disagree","Answer.Q6Opt2.Disagree","Answer.Q6Opt3.Somewhat disagree","Answer.Q6Opt4.Somewhat dagree","Answer.Q6Opt5.Agree","Answer.Q6Opt6.Strongly agree","Answer.Q7Comment","Answer.Q7Opt1.Strongly disagree","Answer.Q7Opt2.Disagree","Answer.Q7Opt3.Somewhat disagree","Answer.Q7Opt4.Somewhat dagree","Answer.Q7Opt5.Agree","Answer.Q7Opt6.Strongly agree","Answer.Q8Comment","Answer.Q8Opt1.Strongly disagree","Answer.Q8Opt2.Disagree","Answer.Q8Opt3.Somewhat disagree","Answer.Q8Opt4.Somewhat dagree","Answer.Q8Opt5.Agree","Answer.Q8Opt6.Strongly agree","Answer.Q9Comment","Answer.Q9Opt1.Strongly disagree","Answer.Q9Opt2.Disagree","Answer.Q9Opt3.Somewhat disagree","Answer.Q9Opt4.Somewhat dagree","Answer.Q9Opt5.Agree","Answer.Q9Opt6.Strongly agree","Approve","Reject"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","30LSNF239WSN44U8YUPIJBTUP3EI2R","AQLNSMMPLV30W","Submitted","Wed Mar 15 06:14:13 PDT 2023","Wed Mar 15 07:09:11 PDT 2023","Sat Mar 18 07:09:11 PDT 2023","","","","3298","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","true","false","false","false","","false","false","true","false","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","true","false","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","35L9RVQFCQFWSLSQBWH3PIN78HJHUG","A387IAT77BDOEB","Submitted","Wed Mar 15 07:14:28 PDT 2023","Wed Mar 15 08:08:20 PDT 2023","Sat Mar 18 08:08:20 PDT 2023","","","","3232","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","true","false","false","false","","false","true","false","false","false","false","","false","false","true","false","false","false","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","true","false"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3FIJLY1B6W1ZMKTOZKU9CROVKLEFPK","A16D1UB48GJXY0","Submitted","Wed Mar 15 06:14:13 PDT 2023","Wed Mar 15 06:20:42 PDT 2023","Sat Mar 18 06:20:42 PDT 2023","","","","389","0% (0/0)","0% (0/0)","0% (0/0)","GOOD","false","false","false","true","false","false","GOOD","false","false","false","false","true","false","GOOD","false","false","false","false","true","false","GOOD","false","false","false","false","false","true","GOOD","false","false","false","true","false","false","GOOD","false","false","false","false","false","true","GOOD","false","false","false","true","false","false","GOOD","false","false","false","false","true","false","GOOD","false","false","false","false","true","false"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3J2UYBXQQN90FAWTH6CF3KAAJEZ06V","A2SQGKP2REXOTN","Submitted","Wed Mar 15 08:29:57 PDT 2023","Wed Mar 15 08:36:52 PDT 2023","Sat Mar 18 08:36:52 PDT 2023","","","","415","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","false","true","","false","false","false","true","false","false","","false","false","true","false","false","false","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","true","false","false","false","false","","false","false","false","true","false","false","","false","false","true","false","false","false","","false","false","false","false","false","true"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3LRLIPTPES63F2F0BC3929R5TVVKAB","APRN6T7KEIB6Z","Submitted","Wed Mar 15 06:14:13 PDT 2023","Wed Mar 15 06:36:20 PDT 2023","Sat Mar 18 06:36:20 PDT 2023","","","","1327","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3LWJHTCVCEJKMWU3ZX9YCWE5PH0FQB","A13KQ4PMUIATI1","Submitted","Wed Mar 15 06:14:13 PDT 2023","Wed Mar 15 06:28:06 PDT 2023","Sat Mar 18 06:28:06 PDT 2023","","","","833","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","false","true","false"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3QXNC7EIPKSNXTYRFDFRNU1C9F7096","A3D2XI9W5G8DUJ","Submitted","Wed Mar 15 06:14:13 PDT 2023","Wed Mar 15 06:29:49 PDT 2023","Sat Mar 18 06:29:49 PDT 2023","","","","936","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","true","false","false","false","false","","true","false","false","false","false","false","","false","false","false","false","true","false","","false","false","false","false","true","false","","false","false","false","false","true","false","","false","false","false","false","false","true"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3QY7M81QH9JLW0H249RPSIPFSNPK7K","A1ODT9GRWZYO79","Submitted","Wed Mar 15 06:14:13 PDT 2023","Wed Mar 15 06:16:41 PDT 2023","Sat Mar 18 06:16:41 PDT 2023","","","","148","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3XXU1SWE8OS12C8W7JTRJPCWFXP0AL","A2YIOEOXTOWKMK","Submitted","Wed Mar 15 07:14:28 PDT 2023","Wed Mar 15 07:19:20 PDT 2023","Sat Mar 18 07:19:20 PDT 2023","","","","292","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","false","true","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true"
"3XU9MCX6VP9XBJZYYFEP8JZVA3E2RH","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:13:54 PDT 2023","10","BatchId:5033798;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:13:54 PDT 2023","","","3ZSANO2JCH4WZC9GR1Y37WT675LFS0","A1J9PTVMNH8MFL","Submitted","Wed Mar 15 07:14:28 PDT 2023","Wed Mar 15 07:19:24 PDT 2023","Sat Mar 18 07:19:24 PDT 2023","","","","296","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","false","true","false"
