"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Q1Comment","Answer.Q1Opt1.Strongly disagree","Answer.Q1Opt2.Disagree","Answer.Q1Opt3.Somewhat disagree","Answer.Q1Opt4.Somewhat dagree","Answer.Q1Opt5.Agree","Answer.Q1Opt6.Strongly agree","Answer.Q2Comment","Answer.Q2Opt1.Strongly disagree","Answer.Q2Opt2.Disagree","Answer.Q2Opt3.Somewhat disagree","Answer.Q2Opt4.Somewhat dagree","Answer.Q2Opt5.Agree","Answer.Q2Opt6.Strongly agree","Answer.Q3Comment","Answer.Q3Opt1.Strongly disagree","Answer.Q3Opt2.Disagree","Answer.Q3Opt3.Somewhat disagree","Answer.Q3Opt4.Somewhat dagree","Answer.Q3Opt5.Agree","Answer.Q3Opt6.Strongly agree","Answer.Q4Comment","Answer.Q4Opt1.Strongly disagree","Answer.Q4Opt2.Disagree","Answer.Q4Opt3.Somewhat disagree","Answer.Q4Opt4.Somewhat dagree","Answer.Q4Opt5.Agree","Answer.Q4Opt6.Strongly agree","Answer.Q5Comment","Answer.Q5Opt1.Strongly disagree","Answer.Q5Opt2.Disagree","Answer.Q5Opt3.Somewhat disagree","Answer.Q5Opt4.Somewhat dagree","Answer.Q5Opt5.Agree","Answer.Q5Opt6.Strongly agree","Answer.Q6Comment","Answer.Q6Opt1.Strongly disagree","Answer.Q6Opt2.Disagree","Answer.Q6Opt3.Somewhat disagree","Answer.Q6Opt4.Somewhat dagree","Answer.Q6Opt5.Agree","Answer.Q6Opt6.Strongly agree","Answer.Q7Comment","Answer.Q7Opt1.Strongly disagree","Answer.Q7Opt2.Disagree","Answer.Q7Opt3.Somewhat disagree","Answer.Q7Opt4.Somewhat dagree","Answer.Q7Opt5.Agree","Answer.Q7Opt6.Strongly agree","Answer.Q8Comment","Answer.Q8Opt1.Strongly disagree","Answer.Q8Opt2.Disagree","Answer.Q8Opt3.Somewhat disagree","Answer.Q8Opt4.Somewhat dagree","Answer.Q8Opt5.Agree","Answer.Q8Opt6.Strongly agree","Answer.Q9Comment","Answer.Q9Opt1.Strongly disagree","Answer.Q9Opt2.Disagree","Answer.Q9Opt3.Somewhat disagree","Answer.Q9Opt4.Somewhat dagree","Answer.Q9Opt5.Agree","Answer.Q9Opt6.Strongly agree","Approve","Reject"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","336KAV9KYSP9U49D2CBL5ZNIFME2YJ","AUVHQNP6QZGM3","Submitted","Wed Mar 15 07:05:26 PDT 2023","Wed Mar 15 07:49:41 PDT 2023","Sat Mar 18 07:49:41 PDT 2023","","","","2655","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","false","false","true","","false","false","true","false","false","false","","false","false","false","true","false","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","true","false","false"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","35L9RVQFCQFWSLSQBWH3PIN78HLHUI","ASXQPT4FP5J2Y","Submitted","Wed Mar 15 08:37:58 PDT 2023","Wed Mar 15 09:00:17 PDT 2023","Sat Mar 18 09:00:17 PDT 2023","","","","1339","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","false","true","false"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","392CY0QWG3OX7I9V2886CQQS9HCI4P","A96RL6OG785A1","Submitted","Wed Mar 15 06:39:40 PDT 2023","Wed Mar 15 07:38:13 PDT 2023","Sat Mar 18 07:38:13 PDT 2023","","","","3513","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","39JEC7537WY5OS6AUUD7ADSA9WPCVT","AGFQEKK9ZEEKR","Submitted","Wed Mar 15 07:19:45 PDT 2023","Wed Mar 15 07:52:28 PDT 2023","Sat Mar 18 07:52:28 PDT 2023","","","","1963","0% (0/0)","0% (0/0)","0% (0/0)","GOOD","false","false","false","false","true","false","GOOD","false","false","false","true","false","false","GOOD","false","true","false","false","false","false","GOOD","false","false","false","false","true","false","GOOD","false","false","false","true","false","false","GOOD","false","false","false","false","false","true","GOOD","false","false","false","false","true","false","GOOD","false","false","false","true","false","false","GOOD","false","true","false","false","false","false"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","3EKVH9QME016WTEM6GO7SEDHXY8D2M","A26E5YHME24XDB","Submitted","Wed Mar 15 09:20:37 PDT 2023","Wed Mar 15 09:41:11 PDT 2023","Sat Mar 18 09:41:11 PDT 2023","","","","1234","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","true","false","false","","false","false","false","false","true","false"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","3F6HPJW4JFX55ZEDNBTXK2224EE2WK","AWUGKM0BH6EN7","Submitted","Wed Mar 15 06:19:29 PDT 2023","Wed Mar 15 06:38:18 PDT 2023","Sat Mar 18 06:38:18 PDT 2023","","","","1129","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","true","false","false","false","false","","false","false","false","true","false","false","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","true","false","false"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","3G5F9DBFORUW50HQGMR8L4PQMOUHV7","A1WPXIMHXTE4YH","Submitted","Wed Mar 15 07:19:45 PDT 2023","Wed Mar 15 07:26:05 PDT 2023","Sat Mar 18 07:26:05 PDT 2023","","","","380","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","false","true","","false","false","false","false","true","false","GOOD","false","false","false","false","false","true"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","3GD6L00D3UU2B22305NW6LQ6E681MX","A1C8A1DB3I06TL","Submitted","Wed Mar 15 08:21:12 PDT 2023","Wed Mar 15 08:22:50 PDT 2023","Sat Mar 18 08:22:50 PDT 2023","","","","98","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","false","true","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","false","true","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","false","true"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","3KGTPGBS6ZISDVP8SBEW2EH5JY32UL","A1HQSQ7P0A22ON","Submitted","Wed Mar 15 06:19:29 PDT 2023","Wed Mar 15 06:27:22 PDT 2023","Sat Mar 18 06:27:22 PDT 2023","","","","473","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","true","false","","false","false","true","false","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","false","false","true","false","false","","false","true","false","false","false","false","","false","false","false","true","false","false","YES","false","false","false","false","true","false","GOOD","false","false","false","true","false","false"
"34F34TZU7XWGDVGLQA5G6SD40MKJ26","3XLAOVIRVSA42ATSR5YQSW4XJTNS9R","Evaluate a dialogue","You will read a short dialogue and answer to some questions about the dialogue","dialogue, evaluation, conversation","$0.40","Wed Mar 15 06:19:26 PDT 2023","10","BatchId:5033807;OriginalHitTemplateId:928390828;","3600","259200","Fri Mar 17 06:19:26 PDT 2023","","","3TPWUS5F8BYI3H6FK4I3WFBOG5RCW3","A1BPL04KS4GPH5","Submitted","Wed Mar 15 06:19:28 PDT 2023","Wed Mar 15 06:40:08 PDT 2023","Sat Mar 18 06:40:08 PDT 2023","","","","1240","0% (0/0)","0% (0/0)","0% (0/0)","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false","","false","false","false","false","false","true","","false","false","false","false","true","false"
